,MS SubClass,MS Zoning,Lot Config,Neighborhood,Condition 1,Condition 2,Bldg Type,Land Contour,Land Slope,Street,Lot Shape
1727,2 Storey 1946 Newer,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1728,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,RRAn,Norm,1Fam,Lvl,Gtl,Pave,Reg
1729,1 Storey Newer All,Residential Low Density,Inside,NAmes,Feedr,Norm,1Fam,Lvl,Gtl,Pave,Reg
1730,2 Storey PUD,Residential Low Density,Inside,NPkVill,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1731,1 Storey PUD,Residential Low Density,Inside,SawyerW,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1732,2 Storey 1946 Newer,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1733,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1734,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1735,1 Storey Newer All,Residential Low Density,Inside,NAmes,PosN,Norm,1Fam,Lvl,Gtl,Pave,IR3
1737,2 Storey 1946 Newer,Residential Low Density,Inside,NoRidge,Norm,Norm,1Fam,HLS,Mod,Pave,Reg
1738,1 Storey Newer All,Residential Low Density,Inside,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1739,2 Storey 1946 Newer,Residential Low Density,Corner,Gilbert,Norm,Norm,1Fam,HLS,Gtl,Pave,IR1
1740,1 Storey Newer All,Residential Low Density,Corner,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1741,1 Storey Newer All,Floating Village Residential,Inside,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR2
1742,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1743,1 Storey 1945 older,Residential Medium Density,Corner,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1744,2 Storey 1946 Newer,Residential Low Density,Inside,NAmes,PosN,Norm,1Fam,Lvl,Gtl,Pave,Reg
1745,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1746,1 Storey PUD,Residential Medium Density,Inside,Crawfor,Norm,Norm,TwnhsE,HLS,Mod,Pave,IR1
1747,2 Storey 1946 Newer,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1748,2 Storey 1946 Newer,Residential Low Density,Inside,SawyerW,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1749,1 Storey 1945 older,Residential Medium Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1750,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1751,1 Storey Newer All,Residential Low Density,CulDSac,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1752,1.5 Unfinished,Residential Medium Density,Inside,BrkSide,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1753,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Low,Mod,Pave,IR2
1755,2 Storey PUD,Residential Low Density,FR2,NPkVill,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1756,1.5 Finished,Residential Medium Density,Inside,BrkSide,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1757,1 Storey Newer All,Residential Low Density,Inside,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1758,1 Storey PUD,Residential Medium Density,Inside,Crawfor,Norm,Norm,TwnhsE,HLS,Mod,Pave,IR1
1759,2 Storey 1946 Older,Residential Low Density,Inside,Crawfor,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1760,Split,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1761,1 Storey Newer All,Residential Low Density,Inside,Mitchel,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1762,2 Storey 1946 Newer,Residential Low Density,Corner,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1763,2 Storey 1946 Newer,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1764,2 Storey 1946 Newer,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1765,1.5 Finished,Residential Medium Density,Corner,IDOTRR,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1766,1 Storey Newer All,Residential Low Density,CulDSac,Mitchel,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1767,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1768,2 Storey 1946 Newer,Residential Low Density,Corner,NAmes,Artery,Norm,1Fam,Lvl,Gtl,Pave,Reg
1769,1 Storey PUD,Residential Low Density,Inside,SawyerW,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1770,1 Storey Newer All,Residential Low Density,CulDSac,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1771,1 Storey Newer All,Residential Low Density,Corner,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1772,2 Storey PUD,Residential Medium Density,Inside,BrDale,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1773,2 Storey 1946 Newer,Residential Low Density,Inside,Mitchel,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1774,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1775,2 Storey 1946 Newer,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1776,2 Storey 1946 Older,Residential Medium Density,Inside,BrkSide,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1777,1 Storey 1945 older,Residential Low Density,Inside,BrkSide,Norm,Norm,1Fam,Bnk,Gtl,Pave,IR1
1778,Split,Residential Low Density,Inside,SawyerW,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1779,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1780,2 Storey 1946 Newer,Residential Low Density,Inside,NWAmes,PosA,Norm,1Fam,Lvl,Gtl,Pave,Reg
1781,1 Storey Newer All,Residential Low Density,Inside,Blmngtn,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1782,2 Storey 1946 Older,Residential Low Density,Inside,SWISU,Feedr,Norm,1Fam,Lvl,Gtl,Pave,Reg
1784,1 Storey Newer All,Residential Low Density,Inside,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1785,Duplex All,Residential Low Density,Inside,NAmes,Norm,Norm,Duplex,Lvl,Gtl,Pave,Reg
1786,2 Storey 1946 Newer,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1787,1 Storey PUD,Residential Medium Density,Inside,Crawfor,Norm,Norm,TwnhsE,HLS,Mod,Pave,IR1
1789,Duplex All,Residential Low Density,Inside,NAmes,Norm,Norm,Duplex,Lvl,Gtl,Pave,IR1
1790,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1791,Duplex All,Residential Low Density,Corner,Crawfor,Norm,Norm,Duplex,HLS,Gtl,Pave,IR1
1792,1 Storey Newer All,Residential Low Density,CulDSac,CollgCr,Norm,Norm,1Fam,Lvl,Mod,Pave,IR2
1793,2 Storey 1946 Older,C (all),Corner,IDOTRR,Feedr,Norm,1Fam,Lvl,Gtl,Pave,Reg
1794,1.5 Finished,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1795,1 Storey PUD,Residential Low Density,Inside,Greens,Norm,Norm,Twnhs,Lvl,Gtl,Pave,IR1
1796,2 Storey 1946 Newer,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1797,1 Storey 1945 older,Residential Medium Density,Inside,OldTown,Artery,Norm,1Fam,Lvl,Gtl,Pave,Reg
1798,1 Storey Newer All,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1800,2 Storey 1946 Newer,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1801,2 Storey 1946 Newer,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1802,2 Storey 1946 Newer,Residential Low Density,Corner,SawyerW,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1803,1 Storey Newer All,Residential Low Density,Corner,Mitchel,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR2
1804,2 Storey 1946 Older,Residential Low Density,Inside,Crawfor,Norm,Norm,1Fam,Bnk,Gtl,Pave,Reg
1805,1 Storey Newer All,Residential Medium Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1806,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1807,2 Storey 1946 Newer,Residential Low Density,Corner,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1808,Split,Residential Low Density,Inside,NWAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1809,1.5 Finished,Residential Medium Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1810,2 Storey 1946 Newer,Residential Low Density,Inside,SawyerW,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1811,2 Storey PUD,Floating Village Residential,Inside,Somerst,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,IR1
1812,2 Storey 1946 Newer,Residential Low Density,Inside,SawyerW,Norm,Norm,1Fam,Bnk,Gtl,Pave,IR1
1813,1 Storey PUD,Residential Medium Density,Inside,Blmngtn,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1815,1 Storey Newer All,Residential Low Density,CulDSac,Somerst,RRAn,Norm,1Fam,Lvl,Gtl,Pave,IR1
1816,2 Storey 1946 Newer,Residential Low Density,Inside,SawyerW,Norm,Norm,1Fam,Low,Mod,Pave,IR1
1817,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1818,1.5 Finished,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1819,1 Storey Newer All,Residential Low Density,Inside,CollgCr,PosN,Norm,1Fam,Lvl,Gtl,Pave,Reg
1820,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,RRAn,Norm,1Fam,Lvl,Gtl,Pave,IR1
1821,1 Storey Newer All,Residential Low Density,Corner,SawyerW,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1822,2 Storey 1946 Newer,Residential Low Density,Corner,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1823,1 Storey 1945 older,Residential Low Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1824,1 Storey PUD,Floating Village Residential,CulDSac,Somerst,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,IR1
1825,1 Storey Newer All,Residential Low Density,Inside,Blmngtn,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1826,1 Storey 1945 older,Residential Medium Density,Corner,BrkSide,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1827,Split,Residential Low Density,FR2,Veenker,Feedr,Norm,1Fam,Lvl,Gtl,Pave,Reg
1828,1 Storey Newer All,Residential Low Density,Corner,NWAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1829,1 Storey Newer All,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1830,2 Storey PUD,Residential Low Density,Inside,SawyerW,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1831,2 Storey 1946 Newer,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1832,2 Storey 1946 Newer,Residential Low Density,CulDSac,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1833,Split,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1834,2 Storey PUD,Residential Medium Density,Inside,BrDale,Norm,Norm,Twnhs,Lvl,Gtl,Pave,Reg
1835,2 Storey 1946 Newer,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1836,1 Storey Newer All,Floating Village Residential,Inside,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1837,1 Storey Newer All,Residential Low Density,Corner,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1838,2 Storey PUD,Residential Medium Density,Inside,Blueste,Norm,Norm,Twnhs,Lvl,Gtl,Pave,Reg
1839,2 Storey 1946 Newer,Floating Village Residential,Inside,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1840,1 Storey Newer All,Residential Low Density,Corner,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1842,1 Storey 1945 older,Residential Low Density,Corner,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1843,2 Storey 1946 Newer,Residential Low Density,Corner,ClearCr,Feedr,Norm,1Fam,Low,Mod,Pave,IR2
1844,1.5 Unfinished,Residential Medium Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1845,1 Storey Newer All,Residential Low Density,Inside,NAmes,Feedr,Norm,1Fam,Lvl,Gtl,Pave,IR1
1846,1 Storey Newer All,Residential Low Density,Inside,Sawyer,Feedr,Norm,1Fam,Lvl,Gtl,Pave,IR1
1847,1.5 Unfinished,Residential Medium Density,Inside,BrkSide,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1848,1.5 Finished,Residential Low Density,Inside,Mitchel,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1849,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1850,2 Storey 1946 Newer,Residential Low Density,Inside,NoRidge,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1851,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1852,1 Storey Newer All,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1853,1 Storey Newer All,Floating Village Residential,Inside,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1854,1 Storey Newer All,Residential Low Density,Inside,ClearCr,Norm,Norm,1Fam,Low,Mod,Pave,IR1
1855,1 Storey PUD,Floating Village Residential,Inside,Somerst,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,IR1
1856,1 Storey PUD,Residential Medium Density,Inside,MeadowV,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1857,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR2
1858,1 Storey Newer All,Residential Low Density,CulDSac,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR2
1860,1 Storey Newer All,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1861,1 Storey 1945 older,Residential Medium Density,Corner,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1862,1 Storey 1945 older,Residential Low Density,Inside,SWISU,Artery,Norm,1Fam,Bnk,Gtl,Pave,Reg
1863,1 Storey Newer All,Residential Low Density,Inside,NoRidge,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1864,2 Storey 1946 Newer,Residential Low Density,Inside,NWAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1865,1 Storey Newer All,Residential Low Density,Inside,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1866,2 Storey 1946 Newer,Residential Low Density,FR2,NoRidge,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1867,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1868,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1869,1 Storey Newer All,Residential Low Density,Corner,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1870,1.5 Finished,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1871,2 Storey 1946 Newer,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1872,1 Storey PUD,Residential Low Density,Inside,NridgHt,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,IR1
1873,Split,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1874,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR2
1876,1.5 Finished,Residential Medium Density,Inside,BrkSide,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1877,1 Storey Newer All,Residential Low Density,Corner,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1878,Duplex All,Residential Low Density,Inside,Mitchel,Norm,Norm,Duplex,Lvl,Gtl,Pave,Reg
1879,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,HLS,Gtl,Pave,IR1
1880,1 Storey Newer All,Residential Low Density,Corner,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1881,1 Storey PUD,Floating Village Residential,Inside,Somerst,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,IR2
1882,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1883,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,RRAn,Norm,1Fam,Lvl,Gtl,Pave,Reg
1884,2 Storey 1946 Newer,Residential Low Density,Corner,Edwards,Norm,Norm,1Fam,Bnk,Gtl,Pave,IR1
1885,1 Storey Newer All,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Bnk,Gtl,Pave,IR1
1886,1 Storey Newer All,Residential Low Density,Inside,NWAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1887,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1888,2 Storey PUD,Residential Low Density,FR2,NPkVill,Norm,Norm,Twnhs,Lvl,Gtl,Pave,Reg
1890,2 Storey PUD,Residential Low Density,Corner,SawyerW,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1891,1 Storey Newer All,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1892,1.5 Finished,Residential Low Density,Inside,Edwards,Artery,Norm,1Fam,Lvl,Gtl,Pave,Reg
1894,1 Storey Newer All,Residential Low Density,Corner,Edwards,Feedr,Norm,1Fam,Lvl,Gtl,Pave,Reg
1895,1 Storey Newer All,Residential Low Density,Inside,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1896,2 Storey 1946 Newer,Floating Village Residential,Inside,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1897,2.5 Story All,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1898,1 Storey Newer All,Residential Low Density,Inside,Crawfor,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1899,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1900,2 Storey 1946 Newer,Residential Low Density,Corner,NAmes,Artery,Norm,1Fam,Lvl,Gtl,Pave,Reg
1901,2 Storey 1946 Newer,Residential Low Density,CulDSac,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1902,1.5 Finished,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1903,2 Storey 1946 Newer,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1904,1 Storey Newer All,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1905,1.5 Finished,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1906,Split,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1907,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1908,2 Storey 1946 Newer,Residential Low Density,CulDSac,NoRidge,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1909,2 Storey 1946 Newer,Residential Low Density,Corner,NoRidge,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1910,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1911,1.5 Finished,Residential Low Density,Inside,NAmes,Artery,Norm,1Fam,Lvl,Gtl,Pave,Reg
1912,1 Storey PUD,Residential Low Density,Inside,SawyerW,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1913,Split Foyer,Residential Low Density,Corner,Sawyer,Feedr,Norm,1Fam,Lvl,Gtl,Pave,Reg
1914,1 Storey PUD,Residential Low Density,Inside,NridgHt,Norm,Norm,Twnhs,Lvl,Gtl,Pave,IR1
1915,1.5 Unfinished,Residential Medium Density,Inside,IDOTRR,RRAe,Norm,1Fam,Lvl,Gtl,Pave,Reg
1916,1.5 Finished,Residential Medium Density,Inside,BrkSide,RRNn,Artery,1Fam,HLS,Gtl,Pave,Reg
1917,1 Storey Newer All,Residential Low Density,Inside,NWAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1918,1.5 Finished,Residential Low Density,Corner,Crawfor,Norm,Norm,1Fam,HLS,Mod,Pave,IR1
1919,1 Storey Newer All,Residential Low Density,Inside,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1920,1.5 Finished,Residential Medium Density,Corner,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1921,1 Storey Newer All,Residential Low Density,Inside,Mitchel,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1922,1.5 Finished,Residential Medium Density,Inside,BrkSide,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1923,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1924,2 Storey 1946 Newer,Residential Low Density,Inside,NoRidge,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1925,1 Storey Newer All,Residential Low Density,Corner,NWAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1926,1 Storey Newer All,Residential Low Density,Corner,Crawfor,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1928,1 Storey 1945 older,Residential Medium Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1929,1 Storey Newer All,Residential Low Density,FR3,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1930,2 Storey 1946 Newer,Residential Low Density,Inside,NoRidge,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1931,2 Storey 1946 Newer,Residential Low Density,Inside,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1932,Split Foyer,Residential Low Density,Corner,Mitchel,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1934,1 Storey Newer All,Residential Low Density,Corner,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1935,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1936,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1937,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1938,1 Storey Newer All,Residential Low Density,Inside,CollgCr,PosN,Norm,1Fam,Low,Gtl,Pave,IR2
1939,2.5 Story All,Residential Medium Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1940,1 Storey Newer All,Residential Low Density,Inside,SawyerW,RRAe,Norm,1Fam,Lvl,Gtl,Pave,Reg
1941,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1942,1 Storey Newer All,Residential Low Density,Inside,BrkSide,RRAn,Feedr,1Fam,Lvl,Gtl,Pave,Reg
1943,1 Storey Newer All,Residential Low Density,Inside,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1944,1 Storey Newer All,Residential Low Density,Inside,Blmngtn,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1945,1.5 Finished,C (all),Inside,IDOTRR,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1946,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1947,Split,Residential Low Density,Inside,SawyerW,Norm,Norm,1Fam,Low,Mod,Pave,Reg
1948,Duplex All,Residential Low Density,Inside,Mitchel,Norm,Norm,Duplex,Lvl,Gtl,Pave,Reg
1949,2 Storey 1946 Newer,Residential Low Density,Corner,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1950,1 Storey Newer All,Residential Low Density,Inside,Mitchel,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1951,1 Storey Newer All,Floating Village Residential,Corner,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1953,1 Storey PUD,Residential Medium Density,Inside,Blueste,Norm,Norm,TwnhsE,HLS,Mod,Pave,IR1
1954,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1955,1 Storey Newer All,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1956,Split,Residential Low Density,Inside,NWAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1957,2 Storey 1946 Newer,Residential Low Density,Inside,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1958,PUD Multi,Residential Medium Density,Inside,MeadowV,Norm,Norm,Twnhs,Lvl,Gtl,Pave,Reg
1959,Split,Residential Low Density,Corner,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1960,2 Storey 1946 Newer,Residential Low Density,FR2,CollgCr,Feedr,Norm,1Fam,Lvl,Gtl,Pave,IR2
1961,1.5 Finished,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Bnk,Gtl,Pave,Reg
1962,1 Storey PUD,Residential Medium Density,FR3,NridgHt,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1963,2 Storey 1946 Newer,Residential Low Density,Inside,NWAmes,RRNn,Norm,1Fam,Lvl,Gtl,Pave,IR1
